hora,hS,hE,hI,hR,vS,vI,mosq_total
456,139623,111,148,118,451110,395,451505
460,139621,110,151,118,451130,405,451535
464,139619,110,153,118,451227,427,451654
468,139619,110,153,118,454053,415,454468
472,139619,110,153,118,454728,415,455143
476,139617,111,154,118,451931,421,452352
480,139615,107,160,118,451169,433,451602
484,139610,110,162,118,450268,442,450710
488,139610,107,165,118,449508,446,449954
492,139610,107,165,118,451111,444,451555
496,139610,107,165,118,454338,444,454782
500,139605,111,166,118,451730,467,452197
504,139602,109,171,118,450976,469,451445
508,139598,108,176,118,450906,476,451382
512,139595,108,179,118,450886,468,451354
516,139594,107,181,118,453721,469,454190
520,139594,107,181,118,454675,469,455144
524,139593,107,182,118,451959,473,452432
528,139591,106,185,118,451007,482,451489
532,139586,107,189,118,450342,489,450831
536,139586,102,194,118,449723,503,450226
540,139586,100,196,118,451329,492,451821
544,139586,100,196,118,454237,492,454729
548,139585,97,200,118,451775,494,452269
552,139582,97,203,118,450843,498,451341
556,139581,97,204,118,450727,518,451245
560,139580,94,208,118,450770,522,451292
564,139579,95,208,118,453606,512,454118
568,139579,95,208,118,454633,512,455145
572,139577,96,209,118,451866,540,452406
576,139574,93,215,118,450847,555,451402
580,139571,95,216,118,450303,561,450864
584,139569,94,219,118,450045,564,450609
588,139565,98,219,118,451826,550,452376
592,139565,98,219,118,454193,550,454743
596,139562,98,222,118,451825,588,452413
600,139678,99,143,80,450728,592,451320
604,139674,103,142,81,450586,578,451164
608,139668,105,145,82,450664,569,451233
612,139668,105,143,84,453418,547,453965
616,139668,105,143,84,454596,547,455143
620,139666,103,145,86,451822,550,452372
624,139663,104,144,89,450635,530,451165
628,139658,109,144,89,450516,492,451008
632,139656,109,145,90,450101,480,450581
636,139654,111,145,90,452298,452,452750
640,139654,111,145,90,454296,452,454748
644,139650,112,143,95,451975,448,452423
648,139648,111,145,96,450884,433,451317
652,139644,113,143,100,450764,436,451200
656,139641,113,145,101,450693,446,451139
660,139640,114,145,101,453475,427,453902
664,139640,114,145,101,454713,427,455140
668,139639,114,143,104,452038,444,452482
672,139637,114,141,108,450712,437,451149
676,139634,117,140,109,450437,429,450866
680,139631,116,142,111,450357,421,450778
684,139630,116,143,111,452563,415,452978
688,139630,116,143,111,454361,415,454776
692,139628,116,145,111,451904,417,452321
696,139626,116,144,114,450869,421,451290
700,139622,118,142,118,450504,429,450933
704,139619,119,143,119,450651,418,451069
708,139618,120,143,119,453329,411,453740
712,139618,120,143,119,454728,411,455139
716,139615,121,144,120,452047,410,452457
720,139613,121,145,121,450861,408,451269
724,139611,118,149,122,450483,429,450912
728,139607,122,148,123,450372,431,450803
732,139607,122,148,123,452680,420,453100
736,139607,122,148,123,454379,420,454799
740,139604,120,152,124,451957,440,452397
744,139601,120,154,125,450810,429,451239
748,139601,116,158,125,450531,424,450955
752,139596,118,161,125,450624,428,451052
756,139596,117,162,125,453355,426,453781
760,139596,117,162,125,454710,426,455136
764,139594,118,160,128,451993,457,452450
768,139594,116,162,128,450738,481,451219
772,139591,114,160,135,450387,488,450875
776,139590,115,159,136,450292,489,450781
780,139589,116,159,136,452798,490,453288
784,139589,116,159,136,454307,490,454797
788,139587,117,159,137,451887,503,452390
792,139582,119,160,139,450686,518,451204
796,139578,122,159,141,450607,511,451118
800,139578,121,159,142,450470,516,450986
804,139575,123,159,143,453189,502,453691
808,139575,123,159,143,454639,502,455141
812,139575,121,161,143,452047,514,452561
816,139573,120,160,147,450714,492,451206
820,139568,122,160,150,450478,469,450947
824,139565,123,160,152,450437,470,450907
828,139564,120,164,152,452944,448,453392
832,139564,120,164,152,454333,448,454781
836,139561,120,166,153,451912,477,452389
840,139637,121,162,80,450658,472,451130
844,139636,119,165,80,450583,482,451065
848,139633,117,168,82,450551,463,451014
852,139634,118,168,80,453331,449,453780
856,139634,118,168,80,454685,449,455134
860,139634,118,169,79,451943,470,452413
864,139635,117,167,81,450767,469,451236
868,139632,115,167,86,450569,486,451055
872,139632,114,166,88,450402,495,450897
876,139632,112,166,90,453020,488,453508
880,139632,112,166,90,454378,488,454866
884,139636,109,169,86,451926,486,452412
888,139634,110,168,88,450748,476,451224
892,139636,108,168,88,450575,470,451045
896,139635,107,166,92,450548,464,451012
900,139633,108,165,94,453251,453,453704
904,139633,108,165,94,454670,453,455123
908,139636,107,162,95,452035,464,452499
912,139637,108,161,94,450773,478,451251
916,139635,109,163,93,450481,470,450951
920,139633,110,162,95,450467,470,450937
924,139633,109,163,95,453096,457,453553
928,139633,109,163,95,454460,457,454917
932,139631,109,164,96,451909,461,452370
936,139629,112,160,99,450814,460,451274
940,139631,110,163,96,450513,467,450980
944,139628,111,163,98,450600,470,451070
948,139628,110,164,98,453209,462,453671
952,139628,110,164,98,454660,462,455122
956,139629,107,164,100,452037,475,452512
960,139624,111,165,100,450580,508,451088
964,139621,113,166,100,450463,507,450970
968,139620,111,166,103,450515,519,451034
972,139617,114,166,103,453103,512,453615
976,139617,114,166,103,454394,512,454906
980,139615,114,165,106,451923,530,452453
984,139614,113,166,107,450624,536,451160
988,139611,116,166,107,450496,543,451039
992,139606,116,169,109,450546,531,451077
996,139605,117,169,109,453086,509,453595
1000,139605,117,169,109,454601,509,455110
1004,139608,115,168,109,451946,524,452470
1008,139603,120,165,112,450814,508,451322
1012,139610,117,166,107,450482,482,450964
1016,139608,119,164,109,450461,475,450936
1020,139607,119,165,109,453061,454,453515
1024,139607,119,165,109,454465,454,454919
1028,139607,118,166,109,451831,491,452322
1032,139607,116,169,108,450716,483,451199
1036,139606,115,173,106,450565,483,451048
1040,139604,118,169,109,450567,490,451057
1044,139602,118,171,109,453179,486,453665
1048,139602,118,171,109,454626,486,455112
1052,139601,119,169,111,452039,499,452538
1056,139602,120,169,109,450663,513,451176
1060,139602,118,172,108,450439,519,450958
1064,139600,119,173,108,450445,513,450958
1068,139600,118,174,108,453081,493,453574
1072,139600,118,174,108,454452,493,454945
1076,139601,115,175,109,451927,520,452447
1080,139602,117,176,105,450651,497,451148
1084,139603,115,174,108,450513,504,451017
1088,139604,113,178,105,450600,511,451111
1092,139603,113,179,105,453111,495,453606
1096,139603,113,179,105,454603,495,455098
1100,139602,113,176,109,451986,516,452502
1104,139605,113,175,107,450708,531,451239
1108,139607,113,174,106,450491,523,451014
1112,139604,118,172,106,450443,543,450986
1116,139606,119,171,104,453061,540,453601
1120,139606,119,171,104,454424,540,454964
1124,139606,119,171,104,451984,536,452520
1128,139607,117,172,104,450640,539,451179
1132,139606,119,169,106,450445,521,450966
1136,139607,121,171,101,450541,507,451048
1140,139609,119,173,99,453219,497,453716
1144,139609,119,173,99,454596,497,455093
1148,139613,119,172,96,452014,497,452511
1152,139615,117,172,96,450751,485,451236
1156,139613,116,175,96,450447,489,450936
1160,139615,114,178,93,450393,498,450891
1164,139614,115,177,94,453015,485,453500
1168,139614,115,177,94,454490,485,454975
1172,139611,117,177,95,451943,506,452449
1176,139616,113,179,92,450762,512,451274
1180,139611,117,178,94,450429,506,450935
1184,139610,117,180,93,450477,528,451005
1188,139610,117,176,97,453159,502,453661
1192,139610,117,176,97,454602,502,455104
1196,139609,121,173,97,451945,521,452466
1200,139605,120,177,98,450734,529,451263
1204,139600,122,176,102,450460,544,451004
1208,139602,122,172,104,450476,544,451020
1212,139602,119,175,104,453108,525,453633
1216,139602,119,175,104,454458,525,454983
1220,139602,120,176,102,451935,528,452463
1224,139601,121,175,103,450717,516,451233
1228,139596,123,173,108,450442,517,450959
1232,139592,124,176,108,450382,511,450893
1236,139591,124,175,110,453188,492,453680
1240,139591,124,175,110,454582,492,455074
1244,139589,129,171,111,452004,508,452512
1248,139589,126,174,111,450849,511,451360
1252,139591,126,170,113,450520,502,451022
1256,139591,126,170,113,450437,496,450933
1260,139591,125,170,114,453110,491,453601
1264,139591,125,170,114,454512,491,455003
1268,139589,127,170,114,451954,496,452450
1272,139585,130,171,114,450724,507,451231
1276,139580,132,171,117,450446,504,450950
1280,139579,135,171,115,450535,505,451040
1284,139580,132,173,115,453137,502,453639
1288,139580,132,173,115,454568,502,455070
1292,139581,132,172,115,451878,508,452386
1296,139580,132,173,115,450695,513,451208
1300,139582,129,172,117,450472,514,450986
1304,139579,130,173,118,450304,514,450818
1308,139579,130,172,119,453129,509,453638
1312,139579,130,172,119,454497,509,455006
1316,139579,132,169,120,451895,535,452430
1320,139579,129,172,120,450647,533,451180
1324,139580,132,171,117,450339,535,450874
1328,139577,133,169,121,450380,519,450899
1332,139577,132,170,121,453170,520,453690
1336,139577,132,170,121,454544,520,455064
1340,139577,135,169,119,451892,540,452432
1344,139577,136,168,119,450639,543,451182
1348,139578,136,171,115,450400,531,450931
1352,139575,136,172,117,450370,513,450883
1356,139576,135,173,116,453126,500,453626
1360,139576,135,173,116,454520,500,455020
1364,139576,135,172,117,452003,501,452504
1368,139576,136,173,115,450800,479,451279
1372,139580,133,174,113,450477,480,450957
1376,139578,131,177,114,450506,476,450982
1380,139578,131,176,115,453256,455,453711
1384,139578,131,176,115,454614,455,455069
1388,139579,131,174,116,451982,463,452445
1392,139577,135,170,118,450786,452,451238
1396,139571,139,169,121,450455,465,450920
1400,139570,139,171,120,450599,451,451050
1404,139571,138,169,122,453161,424,453585
1408,139571,138,169,122,454595,424,455019
1412,139572,135,173,120,451973,435,452408
1416,139571,138,172,119,450857,445,451302
1420,139568,138,173,121,450611,466,451077
1424,139569,135,174,122,450552,463,451015
1428,139572,136,173,119,453087,455,453542
1432,139572,136,173,119,454613,455,455068
1436,139574,133,174,119,451997,466,452463
1440,139576,128,176,120,450755,479,451234
1444,139578,125,179,118,450476,466,450942
1448,139579,128,177,116,450532,484,451016
1452,139579,128,176,117,453163,479,453642
1456,139579,128,176,117,454537,479,455016
1460,139580,125,178,117,452063,501,452564
1464,139580,125,179,116,450752,518,451270
1468,139581,124,181,114,450535,504,451039
1472,139579,122,186,113,450387,494,450881
1476,139580,122,187,111,453093,499,453592
1480,139580,122,187,111,454564,499,455063
1484,139580,121,191,108,452040,531,452571
1488,139580,121,190,109,450653,549,451202
1492,139582,123,188,107,450473,562,451035
1496,139583,122,189,106,450320,563,450883
1500,139584,122,187,107,452959,545,453504
1504,139584,122,187,107,454483,545,455028
1508,139584,120,190,106,451915,572,452487
1512,139585,115,193,107,450584,566,451150
1516,139585,113,194,108,450371,585,450956
1520,139585,109,196,110,450320,591,450911
1524,139584,111,196,109,453011,568,453579
1528,139584,111,196,109,454484,568,455052
1532,139584,112,195,109,451915,573,452488
1536,139581,114,193,112,450657,564,451221
1540,139581,118,191,110,450428,571,450999
1544,139581,116,192,111,450307,553,450860
1548,139581,117,192,110,453057,555,453612
1552,139581,117,192,110,454482,555,455037
1556,139580,119,194,107,451945,561,452506
1560,139580,120,190,110,450558,570,451128
1564,139579,119,190,112,450354,566,450920
1568,139583,116,191,110,450321,558,450879
1572,139583,116,188,113,453026,548,453574
1576,139583,116,188,113,454507,548,455055
1580,139585,112,190,113,451868,564,452432
1584,139586,111,191,112,450716,550,451266
1588,139583,111,191,115,450475,567,451042
1592,139585,108,192,115,450293,565,450858
1596,139585,108,191,116,453011,541,453552
1600,139585,108,191,116,454473,541,455014
1604,139583,111,192,114,451973,552,452525
1608,139575,117,189,119,450569,552,451121
1612,139568,126,190,116,450317,547,450864
1616,139567,126,189,118,450304,531,450835
1620,139567,127,188,118,453077,523,453600
1624,139567,127,188,118,454537,523,455060
1628,139566,130,187,117,451948,528,452476
1632,139569,127,189,115,450674,524,451198
1636,139573,120,193,114,450474,535,451009
1640,139570,121,192,117,450455,550,451005
1644,139572,122,189,117,453126,537,453663
1648,139572,122,189,117,454509,537,455046
1652,139570,123,189,118,451866,565,452431
1656,139567,124,190,119,450800,563,451363
1660,139569,121,193,117,450387,561,450948
1664,139567,125,190,118,450392,577,450969
1668,139568,124,191,117,453048,566,453614
1672,139568,124,191,117,454487,566,455053
1676,139568,126,192,114,451852,573,452425
1680,139567,130,187,116,450526,579,451105
1684,139570,127,189,114,450549,583,451132
1688,139569,127,192,112,450489,580,451069
1692,139569,128,191,112,453030,566,453596
1696,139569,128,191,112,454494,566,455060
1700,139570,128,190,112,451870,575,452445
1704,139565,132,191,112,450581,584,451165
1708,139563,133,192,112,450360,601,450961
1712,139558,135,190,117,450280,611,450891
1716,139557,135,190,118,452975,595,453570
1720,139557,135,190,118,454455,595,455050
1724,139555,134,193,118,451887,619,452506
1728,139552,137,194,117,450635,625,451260
1732,139552,137,192,119,450208,624,450832
1736,139547,142,190,121,450325,626,450951
1740,139549,142,190,119,452992,616,453608
1744,139549,142,190,119,454447,616,455063
1748,139547,143,191,119,451907,617,452524
1752,139548,144,191,117,450495,633,451128
1756,139547,146,191,116,450229,619,450848
1760,139547,148,191,114,450220,620,450840
1764,139546,147,192,115,452936,604,453540
1768,139546,147,192,115,454454,604,455058
1772,139547,146,190,117,451894,615,452509
1776,139549,144,194,113,450496,629,451125
1780,139551,140,192,117,450271,621,450892
1784,139552,140,191,117,450261,629,450890
1788,139552,139,192,117,452955,608,453563
1792,139552,139,192,117,454449,608,455057
1796,139551,136,192,121,451791,603,452394
1800,139554,136,190,120,450642,579,451221
1804,139555,136,187,122,450479,572,451051
1808,139554,140,185,121,450343,590,450933
1812,139556,141,185,118,453105,562,453667
1816,139556,141,185,118,454483,562,455045
1820,139558,141,182,119,451801,580,452381
1824,139552,147,181,120,450754,558,451312
1828,139550,150,179,121,450460,551,451011
1832,139553,149,176,122,450364,544,450908
1836,139554,149,175,122,453084,517,453601
1840,139554,149,175,122,454536,517,455053
1844,139553,146,174,127,451950,538,452488
1848,139553,143,180,124,450645,552,451197
1852,139550,136,190,124,450351,557,450908
1856,139552,135,189,124,450440,550,450990
1860,139551,136,190,123,453046,534,453580
1864,139551,136,190,123,454507,534,455041
1868,139548,137,190,125,451924,545,452469
1872,139546,140,186,128,450665,587,451252
1876,139545,144,181,130,450389,566,450955
1880,139542,147,178,133,450425,578,451003
1884,139544,147,179,130,452944,566,453510
1888,139544,147,179,130,454487,566,455053
1892,139543,147,180,130,451860,591,452451
1896,139545,143,182,130,450689,575,451264
1900,139541,147,185,127,450463,563,451026
1904,139543,144,185,128,450421,563,450984
1908,139543,144,185,128,453161,554,453715
1912,139543,144,185,128,454501,554,455055
1916,139542,142,186,130,451853,563,452416
1920,139545,139,188,128,450646,550,451196
1924,139545,140,184,131,450379,570,450949
1928,139539,143,186,132,450356,570,450926
1932,139539,143,187,131,453030,565,453595
1936,139539,143,187,131,454467,565,455032
1940,139539,144,183,134,451968,583,452551
1944,139538,140,187,135,450663,590,451253
1948,139533,142,189,136,450319,601,450920
1952,139534,141,189,136,450328,592,450920
1956,139535,140,190,135,453004,588,453592
1960,139535,140,190,135,454480,588,455068
1964,139532,141,192,135,451908,612,452520
1968,139531,138,195,136,450525,622,451147
1972,139531,140,196,133,450358,612,450970
1976,139532,136,201,131,450362,606,450968
1980,139532,136,201,131,453042,591,453633
1984,139532,136,201,131,454440,591,455031
1988,139532,134,203,131,451834,604,452438
1992,139531,134,200,135,450686,600,451286
1996,139530,133,198,139,450404,612,451016
2000,139521,140,200,139,450345,610,450955
2004,139522,139,201,138,452978,591,453569
2008,139522,139,201,138,454456,591,455047
2012,139523,141,201,135,451916,582,452498
2016,139521,141,200,138,450713,577,451290
2020,139524,144,194,138,450253,597,450850
2024,139526,143,196,135,450405,573,450978
2028,139524,145,195,136,453014,552,453566
2032,139524,145,195,136,454497,552,455049
2036,139526,146,195,133,451888,592,452480
2040,139531,144,198,127,450676,590,451266
2044,139535,143,198,124,450296,578,450874
2048,139537,139,197,127,450338,583,450921
2052,139535,140,198,127,453019,566,453585
2056,139535,140,198,127,454493,566,455059
2060,139535,143,198,124,451779,588,452367
2064,139536,137,203,124,450571,590,451161
2068,139538,134,205,123,450409,598,451007
2072,139541,135,203,121,450372,591,450963
2076,139541,136,202,121,453090,587,453677
2080,139541,136,202,121,454467,587,455054
2084,139545,136,199,120,451942,592,452534
2088,139542,136,202,120,450583,586,451169
2092,139539,136,203,122,450433,592,451025
2096,139536,141,202,121,450356,585,450941
2100,139535,140,204,121,453137,570,453707
2104,139535,140,204,121,454476,570,455046
2108,139538,136,207,119,452032,578,452610
2112,139539,135,211,115,450658,592,451250
2116,139541,134,212,113,450397,599,450996
2120,139541,134,216,109,450404,596,451000
2124,139540,134,215,111,452987,583,453570
2128,139540,134,215,111,454476,583,455059
2132,139539,134,215,112,451931,600,452531
2136,139540,135,211,114,450459,610,451069
2140,139539,129,214,118,450348,605,450953
2144,139541,130,213,116,450315,611,450926
2148,139540,131,212,117,453012,602,453614
2152,139540,131,212,117,454458,602,455060
2156,139541,131,209,119,451905,615,452520
2160,139540,133,207,120,450555,613,451168
2164,139543,133,205,119,450389,585,450974
2168,139546,125,213,116,450363,589,450952
2172,139540,130,214,116,453069,581,453650
2176,139540,130,214,116,454482,581,455063
2180,139540,133,215,112,451926,611,452537
2184,139540,133,216,111,450670,602,451272
2188,139539,130,220,111,450422,614,451036
2192,139543,127,222,108,450318,621,450939
2196,139542,128,222,108,452960,608,453568
2200,139542,128,222,108,454456,608,455064
2204,139541,126,222,111,451868,629,452497
2208,139539,128,216,117,450441,638,451079
2212,139538,126,210,126,450301,655,450956
2216,139535,128,211,126,450141,664,450805
2220,139535,128,210,127,452999,625,453624
2224,139535,128,210,127,454438,625,455063
2228,139534,129,207,130,451846,640,452486
2232,139538,128,207,127,450604,631,451235
2236,139540,129,211,120,450294,629,450923
2240,139536,124,219,121,450333,620,450953
2244,139534,126,218,122,453091,595,453686
2248,139534,126,218,122,454465,595,455060
2252,139534,124,219,123,451869,603,452472
2256,139537,122,217,124,450514,605,451119
2260,139541,121,217,121,450403,574,450977
2264,139540,121,214,125,450255,591,450846
2268,139541,119,216,124,452969,582,453551
2272,139541,119,216,124,454480,582,455062
2276,139537,122,215,126,451897,591,452488
2280,139533,125,212,130,450694,600,451294
2284,139532,127,214,127,450335,591,450926
2288,139534,130,209,127,450283,610,450893
2292,139533,129,210,128,452956,590,453546
2296,139533,129,210,128,454474,590,455064
2300,139534,125,213,128,451932,602,452534
2304,139536,124,208,132,450615,606,451221
2308,139539,122,206,133,450276,615,450891
2312,139539,123,203,135,450326,599,450925
2316,139539,123,203,135,453042,574,453616
2320,139539,123,203,135,454479,574,455053
2324,139539,126,201,134,451826,591,452417
2328,139538,124,201,137,450656,604,451260
2332,139538,123,202,137,450493,616,451109
2336,139538,119,201,142,450495,597,451092
2340,139538,118,202,142,453052,581,453633
2344,139538,118,202,142,454487,581,455068
2348,139536,121,200,143,451805,606,452411
2352,139534,120,202,144,450818,591,451409
2356,139536,118,200,146,450313,589,450902
2360,139534,117,202,147,450323,605,450928
2364,139535,117,202,146,452996,589,453585
2368,139535,117,202,146,454464,589,455053
2372,139535,117,203,145,451967,616,452583
2376,139538,117,202,143,450547,617,451164
2380,139535,124,203,138,450385,628,451013
2384,139534,125,203,138,450305,624,450929
2388,139535,124,204,137,453079,596,453675
2392,139535,124,204,137,454465,596,455061
2396,139537,125,204,134,451821,617,452438
2400,139538,124,204,134,450644,608,451252
2404,139538,126,202,134,450320,603,450923
2408,139536,128,198,138,450288,614,450902
2412,139536,122,203,139,452995,575,453570
2416,139536,122,203,139,454482,575,455057
2420,139532,122,207,139,451962,585,452547
2424,139528,124,202,146,450692,584,451276
2428,139528,123,200,149,450439,593,451032
2432,139526,126,200,148,450370,595,450965
2436,139526,125,201,148,452915,592,453507
2440,139526,125,201,148,454452,592,455044
2444,139529,124,202,145,451893,613,452506
2448,139535,122,201,142,450624,633,451257
2452,139543,122,200,135,450363,638,451001
2456,139542,120,204,134,450215,634,450849
2460,139542,121,202,135,452954,623,453577
2464,139542,121,202,135,454437,623,455060
2468,139540,125,199,136,451839,629,452468
2472,139537,129,195,139,450530,621,451151
2476,139535,126,196,143,450400,599,450999
2480,139533,125,196,146,450296,593,450889
2484,139534,123,197,146,453082,580,453662
2488,139534,123,197,146,454480,580,455060
2492,139536,122,196,146,451928,597,452525
2496,139535,127,196,142,450554,591,451145
2500,139536,127,191,146,450346,578,450924
2504,139538,128,191,143,450294,574,450868
2508,139538,128,191,143,453118,549,453667
2512,139538,128,191,143,454519,549,455068
2516,139539,125,195,141,451919,569,452488
2520,139538,126,198,138,450608,572,451180
2524,139535,125,201,139,450590,557,451147
2528,139536,126,196,142,450388,569,450957
2532,139534,128,196,142,453105,547,453652
2536,139534,128,196,142,454530,547,455077
2540,139534,129,194,143,451937,562,452499
2544,139535,134,192,139,450651,561,451212
2548,139538,135,186,141,450343,573,450916
2552,139543,132,185,140,450389,589,450978
2556,139543,132,186,139,452880,573,453453
2560,139543,132,186,139,454482,573,455055
2564,139543,133,186,138,451896,574,452470
2568,139546,133,187,134,450640,563,451203
2572,139546,133,185,136,450315,565,450880
2576,139548,135,184,133,450368,558,450926
2580,139547,136,184,133,453145,540,453685
2584,139547,136,184,133,454512,540,455052
2588,139544,138,187,131,452007,559,452566
2592,139542,139,188,131,450555,559,451114
2596,139545,139,185,131,450486,540,451026
2600,139548,135,179,138,450444,531,450975
2604,139549,134,180,137,453111,526,453637
2608,139549,134,180,137,454521,526,455047
2612,139549,133,179,139,451886,543,452429
2616,139549,134,178,139,450692,563,451255
2620,139548,127,183,142,450336,552,450888
2624,139548,126,185,141,450411,544,450955
2628,139548,126,183,143,453035,530,453565
2632,139548,126,183,143,454521,530,455051
2636,139541,132,183,144,451938,547,452485
2640,139536,138,184,142,450668,551,451219
2644,139536,138,185,141,450499,548,451047
2648,139535,141,187,137,450435,550,450985
2652,139535,142,185,138,453097,536,453633
2656,139535,142,185,138,454509,536,455045
2660,139535,138,186,141,451906,552,452458
2664,139539,137,189,135,450551,540,451091
2668,139541,138,189,132,450529,524,451053
2672,139542,134,191,133,450320,520,450840
2676,139541,135,190,134,453063,508,453571
2680,139541,135,190,134,454539,508,455047
2684,139541,135,190,134,451854,535,452389
2688,139545,134,187,134,450599,537,451136
2692,139544,136,186,134,450364,541,450905
2696,139544,134,183,139,450401,547,450948
2700,139545,134,183,138,453089,524,453613
2704,139545,134,183,138,454520,524,455044
2708,139544,134,188,134,451942,539,452481
2712,139545,133,189,133,450674,526,451200
2716,139546,134,188,132,450376,542,450918
2720,139550,131,187,132,450417,555,450972
2724,139548,134,186,132,453131,553,453684
2728,139548,134,186,132,454500,553,455053
2732,139546,138,184,132,451894,569,452463
2736,139543,136,188,133,450708,553,451261
2740,139546,138,189,127,450538,578,451116
2744,139542,140,189,129,450249,602,450851
2748,139541,141,188,130,453014,583,453597
2752,139541,141,188,130,454465,583,455048
2756,139540,141,189,130,451818,602,452420
2760,139537,141,191,131,450753,608,451361
2764,139533,143,193,131,450330,613,450943
2768,139534,145,197,124,450448,604,451052
2772,139535,142,194,129,453057,579,453636
2776,139535,142,194,129,454484,579,455063
2780,139535,143,190,132,451941,585,452526
2784,139535,140,193,132,450618,578,451196
2788,139539,141,191,129,450458,554,451012
2792,139540,144,190,126,450267,561,450828
2796,139538,145,190,127,453047,548,453595
2800,139538,145,190,127,454514,548,455062
2804,139541,141,193,125,451977,572,452549
2808,139539,142,192,127,450668,563,451231
2812,139540,143,192,125,450414,576,450990
2816,139538,144,191,127,450335,588,450923
2820,139538,143,192,127,453032,577,453609
2824,139538,143,192,127,454482,577,455059
2828,139535,141,196,128,451906,583,452489
2832,139536,138,199,127,450509,581,451090
