hora,hS,hE,hI,hR,vS,vI,mosq_total
460,139668,72,141,119,360263,314,360577
464,139667,71,143,119,360285,309,360594
468,139666,72,143,119,362627,297,362924
472,139666,72,143,119,363228,297,363525
476,139666,71,144,119,360995,307,361302
480,139664,69,148,119,360430,306,360736
484,139661,72,148,119,359549,297,359846
488,139659,71,151,119,359168,299,359467
492,139658,71,152,119,360275,288,360563
496,139658,71,152,119,362937,288,363225
500,139658,71,152,119,360931,292,361223
504,139656,70,155,119,360220,293,360513
508,139655,70,156,119,360283,298,360581
512,139653,71,157,119,360244,304,360548
516,139653,70,158,119,362481,301,362782
520,139653,70,158,119,363224,301,363525
524,139652,69,160,119,361047,315,361362
528,139650,71,160,119,360216,327,360543
532,139649,69,163,119,359772,335,360107
536,139648,68,165,119,359408,349,359757
540,139648,68,165,119,360464,336,360800
544,139648,68,165,119,362848,336,363184
548,139646,70,165,119,360898,338,361236
552,139644,69,168,119,360014,334,360348
556,139644,68,169,119,360194,341,360535
560,139643,67,171,119,360072,345,360417
564,139641,69,171,119,362344,345,362689
568,139641,69,171,119,363178,345,363523
572,139640,70,171,119,361035,366,361401
576,139637,69,175,119,360142,349,360491
580,139637,68,176,119,359775,340,360115
584,139635,65,181,119,359579,346,359925
588,139633,67,181,119,360886,339,361225
592,139633,67,181,119,362885,339,363224
596,139633,67,181,119,360955,360,361315
600,139751,61,108,80,360027,363,360390
604,139750,59,110,81,360169,346,360515
608,139749,59,109,83,360095,340,360435
612,139745,62,110,83,362250,324,362574
616,139745,62,110,83,363199,324,363523
620,139745,60,110,85,361160,320,361480
624,139744,58,111,87,360129,323,360452
628,139744,57,112,87,359833,323,360156
632,139742,58,113,87,359627,302,359929
636,139742,58,112,88,361193,288,361481
640,139742,58,112,88,362913,288,363201
644,139740,60,111,89,360990,281,361271
648,139739,60,110,91,360176,266,360442
652,139738,59,108,95,360066,252,360318
656,139737,60,106,97,360153,242,360395
660,139737,60,106,97,362298,231,362529
664,139737,60,106,97,363292,231,363523
668,139734,61,108,97,361193,229,361422
672,139733,60,106,101,360191,223,360414
676,139731,62,105,102,360001,233,360234
680,139729,64,101,106,359807,223,360030
684,139729,62,103,106,361496,215,361711
688,139729,62,103,106,362998,215,363213
692,139729,60,104,107,361148,224,361372
696,139727,61,104,108,360247,218,360465
700,139726,61,103,110,360143,220,360363
704,139725,61,103,111,360106,223,360329
708,139724,61,104,111,362265,219,362484
712,139724,61,104,111,363306,219,363525
716,139724,61,102,113,361116,226,361342
720,139723,60,103,114,360244,224,360468
724,139722,58,104,116,359945,219,360164
728,139721,57,105,117,359757,208,359965
732,139721,56,106,117,361663,206,361869
736,139721,56,106,117,362997,206,363203
740,139720,57,106,117,361183,209,361392
744,139719,56,105,120,360236,201,360437
748,139717,57,105,121,360110,201,360311
752,139713,59,107,121,360062,203,360265
756,139713,59,107,121,362240,198,362438
760,139713,59,107,121,363319,198,363517
764,139712,59,105,124,361253,203,361456
768,139711,58,105,126,360252,209,360461
772,139709,59,105,127,359944,210,360154
776,139706,61,104,129,359944,212,360156
780,139706,61,104,129,361766,210,361976
784,139706,61,104,129,363028,210,363238
788,139706,59,104,131,361126,221,361347
792,139706,57,106,131,360127,229,360356
796,139705,58,102,135,360034,227,360261
800,139703,59,102,136,360078,223,360301
804,139703,57,102,138,362159,219,362378
808,139703,57,102,138,363300,219,363519
812,139701,58,102,139,361191,223,361414
816,139700,56,103,141,360196,221,360417
820,139699,57,103,141,360083,229,360312
824,139699,55,103,143,359922,232,360154
828,139699,53,105,143,361883,232,362115
832,139699,53,105,143,363028,232,363260
836,139699,53,104,144,361098,239,361337
840,139779,52,101,68,360034,239,360273
844,139778,53,102,67,360060,245,360305
848,139779,53,100,68,359984,241,360225
852,139779,49,103,69,362150,236,362386
856,139779,49,103,69,363280,236,363516
860,139781,49,103,67,361037,252,361289
864,139782,49,101,68,360146,245,360391
868,139779,52,100,69,360019,250,360269
872,139778,51,101,70,359823,241,360064
876,139778,52,100,70,362016,230,362246
880,139778,52,100,70,363031,230,363261
884,139777,52,100,71,361048,242,361290
888,139779,51,101,69,360199,243,360442
892,139781,52,99,68,360054,248,360302
896,139780,54,98,68,359991,245,360236
900,139780,54,98,68,362172,245,362417
904,139780,54,98,68,363271,245,363516
908,139778,53,101,68,361145,249,361394
912,139782,52,99,67,360137,241,360378
916,139783,50,100,67,360064,226,360290
920,139787,48,100,65,359929,227,360156
924,139787,48,100,65,362039,223,362262
928,139787,48,100,65,363063,223,363286
932,139788,48,100,64,361165,227,361392
936,139787,48,98,67,360169,226,360395
940,139786,50,98,66,360056,227,360283
944,139787,49,94,70,359991,220,360211
948,139786,49,95,70,362149,210,362359
952,139786,49,95,70,363296,210,363506
956,139788,49,95,68,361179,216,361395
960,139787,50,89,74,360226,216,360442
964,139787,51,87,75,360064,227,360291
968,139787,51,87,75,359942,218,360160
972,139787,51,86,76,362007,206,362213
976,139787,51,86,76,363139,206,363345
980,139787,50,85,78,361220,211,361431
984,139790,49,83,78,360258,209,360467
988,139790,48,84,78,359980,206,360186
992,139789,45,87,79,359975,202,360177
996,139789,45,87,79,362177,197,362374
1000,139789,45,87,79,363302,197,363499
1004,139792,44,88,76,361219,204,361423
1008,139792,45,88,75,360124,194,360318
1012,139792,44,88,76,359984,191,360175
1016,139793,42,91,74,360003,188,360191
1020,139793,42,91,74,362046,182,362228
1024,139793,42,91,74,363146,182,363328
1028,139795,42,89,74,361191,189,361380
1032,139795,42,87,76,360270,183,360453
1036,139799,41,88,72,359954,172,360126
1040,139800,39,90,71,360036,183,360219
1044,139802,39,88,71,362065,176,362241
1048,139802,39,88,71,363321,176,363497
1052,139803,37,88,72,361243,185,361428
1056,139804,37,88,71,360144,191,360335
1060,139801,39,88,72,360017,193,360210
1064,139802,40,87,71,359960,191,360151
1068,139802,40,86,72,362101,183,362284
1072,139802,40,86,72,363138,183,363321
1076,139803,40,86,71,361195,185,361380
1080,139803,44,84,69,360185,193,360378
1084,139802,43,83,72,359965,193,360158
1088,139802,45,82,71,360029,196,360225
1092,139803,45,81,71,362129,189,362318
1096,139803,45,81,71,363305,189,363494
1100,139802,46,81,71,361186,195,361381
1104,139805,45,80,70,360296,195,360491
1108,139805,43,82,70,359956,209,360165
1112,139806,42,81,71,359904,209,360113
1116,139807,41,82,70,362060,202,362262
1120,139807,41,82,70,363180,202,363382
1124,139809,39,83,69,361297,205,361502
1128,139809,39,81,71,360233,192,360425
1132,139812,37,82,69,360101,191,360292
1136,139813,35,84,68,360055,197,360252
1140,139812,36,84,68,362131,195,362326
1144,139812,36,84,68,363290,195,363485
1148,139810,36,84,70,361175,196,361371
1152,139812,37,82,69,360104,193,360297
1156,139811,39,82,68,360086,188,360274
1160,139812,40,81,67,360118,183,360301
1164,139812,40,79,69,362089,179,362268
1168,139812,40,79,69,363202,179,363381
1172,139812,40,78,70,361127,191,361318
1176,139815,39,77,69,360179,189,360368
1180,139816,36,80,68,359997,203,360200
1184,139817,40,78,65,360020,187,360207
1188,139817,39,77,67,362114,183,362297
1192,139817,39,77,67,363294,183,363477
1196,139816,40,77,67,361129,194,361323
1200,139821,40,78,61,360085,187,360272
1204,139822,40,79,59,359947,194,360141
1208,139822,40,79,59,359891,192,360083
1212,139823,40,75,62,362111,188,362299
1216,139823,40,75,62,363234,188,363422
1220,139825,40,75,60,361222,194,361416
1224,139828,40,74,58,360189,196,360385
1228,139828,40,75,57,359981,192,360173
1232,139826,42,74,58,359917,194,360111
1236,139825,43,74,58,362144,184,362328
1240,139825,43,74,58,363288,184,363472
1244,139825,43,72,60,361258,178,361436
1248,139825,42,73,60,360154,174,360328
1252,139825,43,73,59,360036,180,360216
1256,139824,43,73,60,360072,180,360252
1260,139824,43,73,60,362079,175,362254
1264,139824,43,73,60,363232,175,363407
1268,139826,43,70,61,361137,179,361316
1272,139828,43,69,60,360160,176,360336
1276,139827,44,67,62,360120,168,360288
1280,139826,45,65,64,359927,161,360088
1284,139828,45,65,62,362129,157,362286
1288,139828,45,65,62,363313,157,363470
1292,139830,45,65,60,361225,163,361388
1296,139831,44,64,61,360106,173,360279
1300,139831,42,66,61,360143,166,360309
1304,139831,42,66,61,359912,160,360072
1308,139832,42,65,61,362139,160,362299
1312,139832,42,65,61,363227,160,363387
1316,139832,42,65,61,361216,164,361380
1320,139832,40,68,60,360250,154,360404
1324,139835,39,68,58,360056,158,360214
1328,139837,36,70,57,360010,157,360167
1332,139837,37,70,56,362165,153,362318
1336,139837,37,70,56,363317,153,363470
1340,139835,38,70,57,361210,155,361365
1344,139836,39,69,56,360204,150,360354
1348,139837,38,68,57,359985,141,360126
1352,139838,39,64,59,360034,145,360179
1356,139838,39,64,59,362237,139,362376
1360,139838,39,64,59,363275,139,363414
1364,139838,40,63,59,361182,144,361326
1368,139839,41,62,58,360298,149,360447
1372,139839,42,60,59,360028,151,360179
1376,139840,41,58,61,360022,153,360175
1380,139840,40,59,61,362094,144,362238
1384,139840,40,59,61,363310,144,363454
1388,139842,38,61,59,361230,141,361371
1392,139842,39,62,57,360243,139,360382
1396,139840,39,63,58,360099,147,360246
1400,139839,40,62,59,359973,143,360116
1404,139841,40,62,57,362181,140,362321
1408,139841,40,62,57,363300,140,363440
1412,139842,40,60,58,361187,140,361327
1416,139845,39,60,56,360223,142,360365
1420,139844,40,59,57,360076,142,360218
1424,139844,38,63,55,360078,150,360228
1428,139846,38,63,53,362250,148,362398
1432,139846,38,63,53,363326,148,363474
1436,139846,37,64,53,361325,146,361471
1440,139846,36,66,52,360221,145,360366
1444,139846,35,66,53,359958,141,360099
1448,139845,36,66,53,360057,139,360196
1452,139849,36,66,49,362137,137,362274
1456,139849,36,66,49,363295,137,363432
1460,139849,36,66,49,361263,147,361410
1464,139849,37,65,49,360250,142,360392
1468,139849,36,63,52,360156,141,360297
1472,139849,35,65,51,359983,137,360120
1476,139849,34,65,52,362110,130,362240
1480,139849,34,65,52,363324,130,363454
1484,139850,35,63,52,361237,140,361377
1488,139850,35,64,51,360249,140,360389
1492,139847,37,64,52,359983,151,360134
1496,139847,37,62,54,360040,156,360196
1500,139847,37,62,54,362106,148,362254
1504,139847,37,62,54,363292,148,363440
1508,139850,37,60,53,361203,151,361354
1512,139851,37,60,52,360259,146,360405
1516,139852,37,61,50,359950,154,360104
1520,139854,36,62,48,359954,153,360107
1524,139854,36,62,48,362193,157,362350
1528,139854,36,62,48,363317,157,363474
1532,139854,36,62,48,361221,154,361375
1536,139855,37,60,48,360204,159,360363
1540,139856,36,58,50,360055,155,360210
1544,139857,35,59,49,360079,152,360231
1548,139858,35,58,49,362229,147,362376
1552,139858,35,58,49,363286,147,363433
1556,139858,35,58,49,361311,146,361457
1560,139857,35,58,50,360310,145,360455
1564,139857,37,56,50,360050,130,360180
1568,139857,38,55,50,360023,137,360160
1572,139856,38,56,50,362196,129,362325
1576,139856,38,56,50,363335,129,363464
1580,139857,36,58,49,361202,129,361331
1584,139857,36,59,48,360237,127,360364
1588,139859,36,58,47,360057,122,360179
1592,139863,35,58,44,360004,118,360122
1596,139863,35,58,44,362204,119,362323
1600,139863,35,58,44,363327,119,363446
1604,139862,36,59,43,361304,131,361435
1608,139863,35,58,44,360255,130,360385
1612,139864,34,58,44,360145,134,360279
1616,139867,34,57,42,360061,135,360196
1620,139866,35,57,42,362175,133,362308
1624,139866,35,57,42,363330,133,363463
1628,139866,35,57,42,361226,134,361360
1632,139866,33,59,42,360234,134,360368
1636,139866,32,61,41,360024,136,360160
1640,139866,32,63,39,359983,133,360116
1644,139866,32,63,39,362107,131,362238
1648,139866,32,63,39,363312,131,363443
1652,139868,32,63,37,361241,136,361377
1656,139867,34,62,37,360364,134,360498
1660,139868,33,60,39,360105,133,360238
1664,139867,32,61,40,359945,127,360072
1668,139866,33,61,40,362135,119,362254
1672,139866,33,61,40,363337,119,363456
1676,139865,34,61,40,361285,123,361408
1680,139865,33,58,44,360281,123,360404
1684,139867,32,58,43,360107,111,360218
1688,139868,30,57,45,360015,111,360126
1692,139868,30,57,45,362156,110,362266
1696,139868,30,57,45,363324,110,363434
1700,139868,30,56,46,361238,108,361346
1704,139868,30,57,45,360286,115,360401
1708,139870,31,56,43,360147,114,360261
1712,139869,31,58,42,360017,124,360141
1716,139870,31,58,41,362129,120,362249
1720,139870,31,58,41,363320,120,363440
1724,139872,30,59,39,361283,125,361408
1728,139872,29,60,39,360223,127,360350
1732,139873,26,64,37,360049,134,360183
1736,139876,25,64,35,360152,137,360289
1740,139876,25,63,36,362138,133,362271
1744,139876,25,63,36,363321,133,363454
1748,139878,25,61,36,361211,137,361348
1752,139878,25,60,37,360250,138,360388
1756,139878,24,59,39,360127,129,360256
1760,139877,25,58,40,359987,128,360115
1764,139877,25,58,40,362254,129,362383
1768,139877,25,58,40,363310,129,363439
1772,139876,26,58,40,361209,130,361339
1776,139877,26,58,39,360332,129,360461
1780,139879,27,58,36,360135,134,360269
1784,139879,27,54,40,360142,133,360275
1788,139880,27,54,39,362245,125,362370
1792,139880,27,54,39,363310,125,363435
1796,139879,28,53,40,361246,129,361375
1800,139880,27,53,40,360284,123,360407
1804,139882,25,53,40,360148,132,360280
1808,139880,27,53,40,360022,125,360147
1812,139880,26,54,40,362101,123,362224
1816,139880,26,54,40,363324,123,363447
1820,139879,27,54,40,361267,126,361393
1824,139875,30,55,40,360301,130,360431
1828,139876,30,54,40,359994,128,360122
1832,139877,30,51,42,360043,130,360173
1836,139877,30,50,43,362186,128,362314
1840,139877,30,50,43,363312,128,363440
1844,139877,28,52,43,361331,130,361461
1848,139878,29,51,42,360225,129,360354
1852,139879,29,49,43,360057,127,360184
1856,139880,29,48,43,359997,133,360130
1860,139880,28,49,43,362255,133,362388
1864,139880,28,49,43,363320,133,363453
1868,139880,28,49,43,361249,134,361383
1872,139878,30,49,43,360165,138,360303
1876,139878,29,49,44,360095,133,360228
1880,139876,29,50,45,360071,128,360199
1884,139875,30,50,45,362227,123,362350
1888,139875,30,50,45,363323,123,363446
1892,139875,30,50,45,361272,127,361399
1896,139876,28,52,44,360201,131,360332
1900,139878,29,51,42,360008,128,360136
1904,139877,30,51,42,360013,129,360142
1908,139877,29,52,42,362052,126,362178
1912,139877,29,52,42,363343,126,363469
1916,139877,28,53,42,361241,123,361364
1920,139880,29,51,40,360315,119,360434
1924,139881,29,51,39,360093,118,360211
1928,139883,30,51,36,360059,118,360177
1932,139883,30,50,37,362122,110,362232
1936,139883,30,50,37,363333,110,363443
1940,139884,30,48,38,361238,119,361357
1944,139883,30,48,39,360282,111,360393
1948,139883,30,49,38,360075,111,360186
1952,139883,28,50,39,360059,112,360171
1956,139883,28,50,39,362326,110,362436
1960,139883,28,50,39,363343,110,363453
1964,139883,28,49,40,361234,111,361345
1968,139882,29,48,41,360202,115,360317
1972,139881,29,48,42,360061,125,360186
1976,139881,30,48,41,360030,129,360159
1980,139882,30,48,40,362209,126,362335
1984,139882,30,48,40,363330,126,363456
1988,139884,30,48,38,361190,126,361316
1992,139885,30,46,39,360185,129,360314
1996,139886,31,44,39,360085,131,360216
2000,139886,31,43,40,360025,126,360151
2004,139886,31,43,40,362121,122,362243
2008,139886,31,43,40,363349,122,363471
2012,139885,31,44,40,361358,131,361489
2016,139885,31,45,39,360171,127,360298
2020,139883,32,45,40,360070,124,360194
2024,139886,33,43,38,360084,118,360202
2028,139886,33,43,38,362246,111,362357
2032,139886,33,43,38,363347,111,363458
2036,139887,32,44,37,361335,110,361445
2040,139888,32,44,36,360284,117,360401
2044,139889,33,43,35,360028,123,360151
2048,139889,31,44,36,359943,124,360067
2052,139889,31,44,36,362183,122,362305
2056,139889,31,44,36,363335,122,363457
2060,139888,31,45,36,361266,123,361389
2064,139888,27,48,37,360343,131,360474
2068,139888,28,48,36,360102,127,360229
2072,139890,29,46,35,359991,130,360121
2076,139891,29,46,34,362168,129,362297
2080,139891,29,46,34,363306,129,363435
2084,139891,29,45,35,361067,134,361201
2088,139892,28,45,35,360175,137,360312
2092,139894,28,41,37,360114,130,360244
2096,139895,28,40,37,360059,120,360179
2100,139894,29,40,37,362225,112,362337
2104,139894,29,40,37,363331,112,363443
2108,139893,30,40,37,361315,115,361430
2112,139893,28,42,37,360237,105,360342
2116,139894,28,41,37,360077,96,360173
2120,139894,27,43,36,359954,101,360055
2124,139894,26,44,36,362169,96,362265
2128,139894,26,44,36,363359,96,363455
2132,139893,27,44,36,361308,92,361400
2136,139893,27,43,37,360189,95,360284
2140,139894,26,44,36,360132,96,360228
2144,139895,24,46,35,359928,109,360037
2148,139895,24,46,35,362170,108,362278
2152,139895,24,46,35,363336,108,363444
2156,139895,24,46,35,361326,114,361440
2160,139897,23,45,35,360298,115,360413
2164,139897,23,43,37,360132,114,360246
2168,139897,22,43,38,360005,110,360115
2172,139898,22,42,38,362241,105,362346
2176,139898,22,42,38,363344,105,363449
2180,139898,24,42,36,361252,107,361359
2184,139898,24,42,36,360305,111,360416
2188,139898,23,43,36,360185,107,360292
2192,139897,25,43,35,360113,97,360210
2196,139897,25,43,35,362174,93,362267
2200,139897,25,43,35,363357,93,363450
2204,139898,25,41,36,361324,93,361417
2208,139899,24,42,35,360315,95,360410
2212,139900,23,43,34,360089,88,360177
2216,139898,24,44,34,360210,90,360300
2220,139898,24,43,35,362221,88,362309
2224,139898,24,43,35,363369,88,363457
2228,139898,24,43,35,361360,89,361449
2232,139900,24,43,33,360354,87,360441
2236,139902,23,43,32,360007,88,360095
2240,139903,23,42,32,360000,91,360091
2244,139903,23,42,32,362145,87,362232
2248,139903,23,42,32,363337,87,363424
2252,139903,22,43,32,361322,93,361415
2256,139902,22,42,34,360368,92,360460
2260,139903,20,44,33,360017,95,360112
2264,139904,20,44,32,360010,99,360109
2268,139904,20,43,33,362182,99,362281
2272,139904,20,43,33,363354,99,363453
2276,139903,21,42,34,361368,108,361476
2280,139903,21,43,33,360347,108,360455
2284,139904,20,44,32,360159,113,360272
2288,139906,19,45,30,360046,113,360159
2292,139906,19,45,30,362231,111,362342
2296,139906,19,45,30,363333,111,363444
2300,139905,19,46,30,361255,112,361367
2304,139906,19,45,30,360370,118,360488
2308,139906,18,45,31,360020,116,360136
2312,139908,17,44,31,359979,109,360088
2316,139908,17,44,31,362142,106,362248
2320,139908,17,44,31,363357,106,363463
2324,139909,17,44,30,361242,105,361347
2328,139910,17,44,29,360301,102,360403
2332,139914,17,43,26,360191,103,360294
2336,139915,17,43,25,359981,102,360083
2340,139915,16,44,25,362253,99,362352
2344,139915,16,44,25,363355,99,363454
2348,139914,16,45,25,361271,106,361377
2352,139914,16,45,25,360306,106,360412
2356,139915,16,45,24,360016,105,360121
2360,139914,16,45,25,360007,110,360117
2364,139913,17,45,25,362237,106,362343
2368,139913,17,45,25,363338,106,363444
2372,139912,17,45,26,361214,107,361321
2376,139913,17,44,26,360290,111,360401
2380,139912,18,43,27,360071,112,360183
2384,139912,18,43,27,359923,117,360040
2388,139912,18,43,27,362146,116,362262
2392,139912,18,43,27,363333,116,363449
2396,139912,18,42,28,361256,116,361372
2400,139913,19,41,27,360286,117,360403
2404,139915,19,41,25,360159,114,360273
2408,139916,19,38,27,359992,113,360105
2412,139916,20,38,26,362254,111,362365
2416,139916,20,38,26,363352,111,363463
2420,139916,18,39,27,361231,111,361342
2424,139917,17,36,30,360183,105,360288
2428,139917,17,36,30,359981,98,360079
2432,139917,15,38,30,360129,97,360226
2436,139917,15,38,30,362297,93,362390
2440,139917,15,38,30,363336,93,363429
2444,139918,16,38,28,361280,100,361380
2448,139918,16,37,29,360246,94,360340
2452,139918,16,37,29,360055,91,360146
2456,139918,14,39,29,360063,84,360147
2460,139919,14,39,28,362214,81,362295
2464,139919,14,39,28,363377,81,363458
2468,139919,14,39,28,361338,91,361429
2472,139919,14,37,30,360274,96,360370
2476,139920,14,37,29,360191,95,360286
2480,139921,14,36,29,360150,90,360240
2484,139921,14,35,30,362246,87,362333
2488,139921,14,35,30,363358,87,363445
2492,139920,15,35,30,361354,95,361449
2496,139921,15,36,28,360182,95,360277
2500,139921,15,35,29,360179,91,360270
2504,139921,15,34,30,360077,94,360171
2508,139922,15,34,29,362139,95,362234
2512,139922,15,34,29,363354,95,363449
2516,139923,14,35,28,361290,100,361390
2520,139923,13,35,29,360216,94,360310
2524,139921,15,35,29,360166,96,360262
2528,139921,15,34,30,360028,96,360124
2532,139921,15,34,30,362144,93,362237
2536,139921,15,34,30,363372,93,363465
2540,139921,14,35,30,361310,85,361395
2544,139922,14,34,30,360347,91,360438
2548,139923,14,33,30,360220,89,360309
2552,139924,15,33,28,360243,89,360332
2556,139924,15,33,28,362191,85,362276
2560,139924,15,33,28,363369,85,363454
2564,139924,15,33,28,361377,88,361465
2568,139923,16,32,29,360397,84,360481
2572,139924,16,31,29,360032,83,360115
2576,139923,17,30,30,359985,80,360065
2580,139923,17,30,30,362173,78,362251
2584,139923,17,30,30,363370,78,363448
2588,139923,16,31,30,361396,77,361473
2592,139922,17,31,30,360217,79,360296
2596,139921,18,30,31,360108,82,360190
2600,139922,17,30,31,360130,84,360214
2604,139921,17,31,31,362146,84,362230
2608,139921,17,31,31,363361,84,363445
2612,139922,16,31,31,361355,87,361442
2616,139923,16,30,31,360265,86,360351
2620,139924,15,29,32,360102,81,360183
2624,139924,15,28,33,360116,78,360194
2628,139923,16,28,33,362200,75,362275
2632,139923,16,28,33,363368,75,363443
2636,139924,16,28,32,361240,81,361321
2640,139925,15,28,32,360303,81,360384
2644,139924,16,27,33,360029,77,360106
2648,139927,16,26,31,360033,77,360110
2652,139927,15,27,31,362222,72,362294
2656,139927,15,27,31,363388,72,363460
2660,139928,15,26,31,361294,76,361370
2664,139931,16,26,27,360223,75,360298
2668,139931,16,25,28,360136,74,360210
2672,139931,16,24,29,360124,77,360201
2676,139931,16,24,29,362194,72,362266
2680,139931,16,24,29,363374,72,363446
2684,139931,15,25,29,361215,70,361285
2688,139932,15,25,28,360347,75,360422
2692,139931,16,25,28,360154,73,360227
2696,139931,16,25,28,360115,77,360192
2700,139931,16,24,29,362260,73,362333
2704,139931,16,24,29,363375,73,363448
2708,139930,17,23,30,361346,69,361415
2712,139932,17,23,28,360263,72,360335
2716,139932,17,23,28,360097,76,360173
2720,139933,17,23,27,360047,71,360118
2724,139934,17,23,26,362342,71,362413
2728,139934,17,23,26,363389,71,363460
2732,139934,16,23,27,361295,70,361365
2736,139934,15,24,27,360296,67,360363
2740,139934,16,24,26,360080,64,360144
2744,139935,16,25,24,360120,60,360180
2748,139935,16,25,24,362274,59,362333
2752,139935,16,25,24,363387,59,363446
2756,139935,16,25,24,361317,65,361382
2760,139935,17,25,23,360273,72,360345
2764,139935,15,27,23,360311,66,360377
2768,139935,16,27,22,359988,66,360054
2772,139935,16,27,22,362304,65,362369
2776,139935,16,27,22,363383,65,363448
2780,139935,16,25,24,361317,66,361383
2784,139936,16,24,24,360239,67,360306
2788,139937,16,24,23,360204,71,360275
2792,139937,15,23,25,360162,69,360231
2796,139937,15,23,25,362302,67,362369
2800,139937,15,23,25,363367,67,363434
2804,139936,16,23,25,361333,64,361397
2808,139937,15,24,24,360164,59,360223
2812,139936,17,24,23,360115,61,360176
2816,139937,16,23,24,360051,56,360107
2820,139937,16,23,24,362253,54,362307
2824,139937,16,23,24,363383,54,363437
2828,139937,16,23,24,361343,53,361396
2832,139936,16,24,24,360208,51,360259
